4000.000000,3255.000000,0.813750,-126.757112,-9.726213,0.496527
4000.000000,3249.000000,0.812250,-126.631604,-9.600705,0.497545
4000.000000,3253.000000,0.813250,-126.668844,-9.637944,0.504609
4000.000000,3241.000000,0.810250,-126.647569,-9.616669,0.488868
4000.000000,3235.000000,0.808750,-126.614387,-9.583487,0.479642
4000.000000,3265.000000,0.816250,-126.575346,-9.544446,0.494767
4000.000000,3241.000000,0.810250,-126.607808,-9.576909,0.482919
4000.000000,3262.000000,0.815500,-126.702298,-9.671398,0.500101
4000.000000,3251.000000,0.812750,-126.531679,-9.500779,0.481585
4000.000000,3234.000000,0.808500,-126.629677,-9.598777,0.491668
4000.000000,3271.000000,0.817750,-126.548989,-9.518089,0.487317
4000.000000,3278.000000,0.819500,-126.596522,-9.565622,0.493160
4000.000000,3251.000000,0.812750,-126.560058,-9.529158,0.476737
4000.000000,3281.000000,0.820250,-126.712342,-9.681442,0.498877
4000.000000,3270.000000,0.817500,-126.662854,-9.631954,0.491188
4000.000000,3277.000000,0.819250,-126.620205,-9.589305,0.499646
4000.000000,3265.000000,0.816250,-126.789341,-9.758441,0.500713
4000.000000,3260.000000,0.815000,-126.707221,-9.676321,0.504570
4000.000000,3271.000000,0.817750,-126.685404,-9.654504,0.506526
4000.000000,3267.000000,0.816750,-126.634817,-9.603917,0.487256
4000.000000,3256.000000,0.814000,-126.590397,-9.559497,0.490428
4000.000000,3271.000000,0.817750,-126.828556,-9.797656,0.506021
4000.000000,3271.000000,0.817750,-126.549495,-9.518595,0.485487
4000.000000,3278.000000,0.819500,-126.521922,-9.491022,0.479692
4000.000000,3278.000000,0.819500,-126.712105,-9.681205,0.501410
4000.000000,3226.000000,0.806500,-126.474952,-9.444052,0.475345
4000.000000,3263.000000,0.815750,-126.545062,-9.514162,0.480166
4000.000000,3220.000000,0.805000,-126.511206,-9.480306,0.473854
4000.000000,3274.000000,0.818500,-126.524685,-9.493785,0.473876
4000.000000,3232.000000,0.808000,-126.423975,-9.393075,0.470448
