4000.000000,3775.000000,0.943750,-127.133301,-10.102401,0.218332
4000.000000,3776.000000,0.944000,-127.034726,-10.003826,0.228106
4000.000000,3780.000000,0.945000,-127.117135,-10.086235,0.229248
4000.000000,3778.000000,0.944500,-127.245660,-10.214760,0.228006
4000.000000,3807.000000,0.951750,-127.094448,-10.063548,0.221557
4000.000000,3807.000000,0.951750,-127.155591,-10.124691,0.227444
4000.000000,3811.000000,0.952750,-127.182706,-10.151806,0.239546
4000.000000,3771.000000,0.942750,-126.963985,-9.933085,0.218188
4000.000000,3797.000000,0.949250,-127.120698,-10.089798,0.233597
4000.000000,3798.000000,0.949500,-127.244477,-10.213577,0.236235
4000.000000,3782.000000,0.945500,-127.171479,-10.140579,0.225168
4000.000000,3777.000000,0.944250,-127.152248,-10.121348,0.227099
4000.000000,3786.000000,0.946500,-127.178435,-10.147536,0.235875
4000.000000,3769.000000,0.942250,-127.011762,-9.980862,0.221317
4000.000000,3803.000000,0.950750,-127.152570,-10.121670,0.219189
4000.000000,3809.000000,0.952250,-127.123543,-10.092644,0.231429
4000.000000,3812.000000,0.953000,-127.140000,-10.109100,0.217586
4000.000000,3789.000000,0.947250,-127.004291,-9.973391,0.215404
4000.000000,3803.000000,0.950750,-127.193818,-10.162918,0.237125
4000.000000,3797.000000,0.949250,-127.368310,-10.337410,0.238413
4000.000000,3791.000000,0.947750,-127.159159,-10.128259,0.235071
4000.000000,3811.000000,0.952750,-127.209977,-10.179077,0.222148
4000.000000,3792.000000,0.948000,-127.055592,-10.024692,0.224117
4000.000000,3795.000000,0.948750,-127.081218,-10.050318,0.220074
4000.000000,3798.000000,0.949500,-127.161601,-10.130701,0.241435
4000.000000,3777.000000,0.944250,-127.276973,-10.246073,0.224370
4000.000000,3793.000000,0.948250,-127.175737,-10.144838,0.230515
4000.000000,3787.000000,0.946750,-126.893624,-9.862725,0.221880
4000.000000,3792.000000,0.948000,-127.194176,-10.163276,0.235754
4000.000000,3785.000000,0.946250,-127.236403,-10.205503,0.242289
