4000.000000,3643.000000,0.910750,-125.261166,-8.230266,0.249003
4000.000000,3583.000000,0.895750,-124.936442,-7.905542,0.239424
4000.000000,3622.000000,0.905500,-125.075628,-8.044729,0.238650
4000.000000,3646.000000,0.911500,-125.128890,-8.097990,0.260726
4000.000000,3646.000000,0.911500,-125.306677,-8.275777,0.263936
4000.000000,3647.000000,0.911750,-125.369410,-8.338510,0.258459
4000.000000,3622.000000,0.905500,-125.170601,-8.139701,0.250218
4000.000000,3620.000000,0.905000,-125.192794,-8.161894,0.257598
4000.000000,3631.000000,0.907750,-125.344992,-8.314092,0.257238
4000.000000,3633.000000,0.908250,-125.272124,-8.241224,0.265669
4000.000000,3580.000000,0.895000,-124.777247,-7.746347,0.230161
4000.000000,3636.000000,0.909000,-125.202818,-8.171918,0.251629
4000.000000,3657.000000,0.914250,-125.341664,-8.310764,0.263789
4000.000000,3604.000000,0.901000,-124.960730,-7.929830,0.253693
4000.000000,3618.000000,0.904500,-125.195345,-8.164446,0.260100
4000.000000,3627.000000,0.906750,-125.098300,-8.067400,0.255790
4000.000000,3641.000000,0.910250,-125.081791,-8.050891,0.253402
4000.000000,3639.000000,0.909750,-125.322499,-8.291599,0.251010
4000.000000,3631.000000,0.907750,-125.228306,-8.197406,0.255451
4000.000000,3619.000000,0.904750,-125.040058,-8.009158,0.244994
4000.000000,3641.000000,0.910250,-125.435642,-8.404742,0.264559
4000.000000,3622.000000,0.905500,-125.209475,-8.178575,0.251430
4000.000000,3642.000000,0.910500,-125.030682,-7.999783,0.247047
4000.000000,3623.000000,0.905750,-125.180161,-8.149261,0.256915
4000.000000,3588.000000,0.897000,-125.224181,-8.193282,0.251501
4000.000000,3651.000000,0.912750,-125.179038,-8.148138,0.265007
4000.000000,3624.000000,0.906000,-125.593992,-8.563092,0.260460
4000.000000,3635.000000,0.908750,-125.252989,-8.222089,0.269168
4000.000000,3629.000000,0.907250,-125.192250,-8.161350,0.242025
4000.000000,3626.000000,0.906500,-125.412341,-8.381441,0.254732
