22,-18.40279540863143
16,-18.38771689826147
17,-18.39056367671413
17,-18.39359396711182
22,-18.401161959145938
15,-18.3970969129378
19,-18.396438907775266
16,-18.385411375528147
19,-18.394735733173746
15,-18.398985730157015
16,-18.387239334260556
19,-18.390490162689094
20,-18.39610754333264
16,-18.38399951236733
16,-18.394605282138947
16,-18.38417422186559
18,-18.38468329848766
18,-18.40060158319356
16,-18.389919094002753
16,-18.38579193488346
21,-18.39431837630837
29,-18.399299458154672
16,-18.38953787013431
21,-18.40799110834384
16,-18.389236415768934
20,-18.394427506826176
17,-18.39900847000172
22,-18.394887276288397
20,-18.39197537249227
16,-18.386919274961606
30,-18.391623968624494
17,-18.393954774003127
22,-18.394428546095305
15,-18.398970515581038
16,-18.388113262242182
16,-18.3843279312304
16,-18.38871226629067
15,-18.396332548542517
16,-18.392264857044463
17,-18.397847760376806
